name,party,article_size,Ocak 2013,Şubat 2013,Mart 2013,Nisan 2013,Mayıs 2013,Haziran 2013,Temmuz 2013,Ağustos 2013,Eylül 2013,Ekim 2013,Kasım 2013,Aralık 2013,Ocak 2014,Şubat 2014,Mart 2014,Nisan 2014,Mayıs 2014,Haziran 2014,Temmuz 2014,Ağustos 2014,Eylül 2014,Ekim 2014,Kasım 2014,Aralık 2014,Ocak 2015,Şubat 2015,Mart 2015,Nisan 2015,Mayıs 2015,Haziran 2015,Temmuz 2015,Ağustos 2015,Eylül 2015,Ekim 2015,Kasım 2015,Aralık 2015,Ocak 2016,Şubat 2016,Mart 2016,Nisan 2016,Mayıs 2016,Haziran 2016,Temmuz 2016,Ağustos 2016,Eylül 2016,Ekim 2016,Kasım 2016,Aralık 2016,Ocak 2017,Şubat 2017,Mart 2017,Nisan 2017,Mayıs 2017,Haziran 2017,Temmuz 2017,Ağustos 2017,Eylül 2017,Ekim 2017,Kasım 2017,Aralık 2017,Ocak 2018,Şubat 2018,Mart 2018,Nisan 2018,Mayıs 2018,Haziran 2018,Temmuz 2018,Ağustos 2018,Eylül 2018,Ekim 2018,Kasım 2018,Aralık 2018,Ocak 2019,Şubat 2019,Mart 2019,Nisan 2019,Mayıs 2019,Haziran 2019,Temmuz 2019,Ağustos 2019,Eylül 2019,Ekim 2019,Kasım 2019,Aralık 2019,Ocak 2020,Şubat 2020,Mart 2020,Nisan 2020,Mayıs 2020,Haziran 2020,Temmuz 2020,Ağustos 2020,Eylül 2020,Ekim 2020,Kasım 2020,Aralık 2020,Ocak 2021,Şubat 2021,Mart 2021,Nisan 2021,Mayıs 2021,Haziran 2021,Temmuz 2021,Ağustos 2021,Eylül 2021,Ekim 2021,Kasım 2021,Aralık 2021,Ocak 2022,Şubat 2022,Mart 2022,Nisan 2022,Mayıs 2022,Haziran 2022,Temmuz 2022,Ağustos 2022,Eylül 2022,Ekim 2022,Kasım 2022,Aralık 2022,Ocak 2023,Şubat 2023,Mart 2023,Nisan 2023,Mayıs 2023,Haziran 2023,Temmuz 2023,Ağustos 2023,Eylül 2023,Ekim 2023,Kasım 2023,Aralık 2023,Ocak 2024,Şubat 2024,Mart 2024,Nisan 2024,Mayıs 2024,Haziran 2024,Temmuz 2024,Ağustos 2024,Eylül 2024,Ekim 2024,Kasım 2024,Aralık 2024
Cihangir_İslam,cumhuriyet_halk_partisi,12017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2451,-3,0,19,49,157,1,0,0,1,0,0,-17,0,0,0,0,0,0,0,0,0,66,9,224,0,-43,0,-6,0,0,-51,0,0,3964,2103,53,0,56,14,60,0,0,0,23,22,0,32,0,-167,0,0,0,0,0,0,0,0
Tolga_Ağar,adalet_ve_kalkınma_partisi,12013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,0,0,0,4,0,9,0,0,0,0,0,0,560,0,6,1,0,0,14,4923,1945,1,0,0,0,0,0,-2,-1,0,0,0,424,36,0,0,1475,0,0,43,0,13,0,0,5,284,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0
Akif_Çağatay_Kılıç,adalet_ve_kalkınma_partisi,11884.0,-1,0,0,-32,-833,0,0,0,0,0,833,491,0,-35,0,0,0,0,0,-8,0,0,0,0,0,34,0,0,0,122,0,29,127,0,665,0,0,0,0,-18,25,-19,0,0,1257,0,0,0,-83,-72,16,0,0,6,14,0,208,0,0,0,310,0,0,0,0,0,65,0,0,0,0,18,0,0,13,0,0,0,0,0,0,0,0,0,-1,0,-32,112,0,0,13,0,0,304,0,-20,975,0,23,6,-1,0,0,0,0,0,0,-8,-1,0,0,0,752,-8,73,41,0,0,0,0,0,54,0,0,0,222,0,0,0,36,0,0,5,0,-12,0,-3,0,0,0,0,0,0,0
Abdüllatif_Şener,cumhuriyet_halk_partisi,11797.0,0,0,-74,89,0,0,9,0,315,0,-3,0,0,193,0,39,-10,0,2,-39,0,39,0,0,0,570,29,11,0,0,0,156,401,0,0,-7,-1,0,5,182,64,-2,-4,0,0,6,0,50,-32,98,0,7,-139,-58,0,0,0,11,-45,94,0,17,0,0,162,42,-14,0,0,0,0,0,0,0,26,0,0,0,0,0,-36,0,0,0,0,0,4,43,0,5,0,0,14,221,4,-4,0,7,94,0,101,110,0,0,0,-66,0,38,-2,0,0,74,32,1121,315,77,36,585,0,133,241,407,-98,0,27,1540,0,-14,0,0,35,0,5,0,-170,0,25,0,0,0,0,0,0,0
Pervin_Buldan,halkların_eşitlik_ve_demokrasi_partisi,11788.0,0,0,-64,0,2963,0,-52,0,0,0,0,0,0,0,-44,4,0,40,0,0,0,0,0,0,0,-220,0,0,0,521,5,423,0,0,116,0,0,0,1881,55,38,134,0,-1601,0,0,22,-799,-10,1831,0,1,-40,0,26,0,0,0,0,0,0,521,-3,0,0,55,6,1138,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,6,252,0,9,4,0,0,1306,0,17,0,-7,0,0,0,28,23,0,0,0,0,-138,302,-302,0,0,0,0,-5,169,13,-49,0,0,-18,0,37,0,174,128,0,47,100,357,0,16,25,0,0,13,108,0,0,0,0,0,0,0
Öztürk_Yılmaz,yenilik_partisi,11690.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,0,92,0,0,2,-56,0,0,13,0,0,0,44,0,0,0,51,0,-51,153,-51,0,0,1032,9,16,-15,0,0,0,53,0,0,0,0,0,0,0,0,13,0,0,0,1144,0,26,0,793,-3,179,30,156,0,113,8,357,832,34,2005,0,7,132,0,3,0,0,110,23,-1,0,0,0,0,-1,0,0,0,0,188,0,0,0,0,0,214,0,0,564,198,74,-161,0,0,0,44,0,10,5,0,1,-7,158,0,0,0,0,0,0,0
Fatma_Betül_Sayan_Kaya,adalet_ve_kalkınma_partisi,11588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3790,0,2714,134,0,-134,41,222,-35,-1,1145,39,-23,0,0,0,0,0,-42,47,0,1,36,0,0,0,122,-1,0,0,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,287,764,0,0,269,0,0,741,0,0,0,0,-198,-12,0,-1,0,59,-4,0,24,0,-39,1,0,0,1426,0,0,0,0,37,-99,99,0,0,0,0,0,0,0,0,46,51,0,0,0,0,58,0,0,0,0,0,0,0,0,0
Semra_Güzel,halkların_demokratik_partisi,11568.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10593,-40,0,515,219,0,51,0,0,17,164,0,0,0,0,0,0,0,-24,0,73,0,0,0,0,0,0,0
Kenan_Sofuoğlu,adalet_ve_kalkınma_partisi,11532.0,0,0,-200,0,0,0,0,0,0,-61,0,13,-13,0,92,-92,0,0,0,0,328,0,0,0,0,-215,-12,0,-92,0,1163,216,18,239,-20,264,912,-3,0,1,-33,-1,93,34,-34,298,0,0,0,0,0,16,0,-16,0,24,0,0,0,0,0,0,-8,0,0,0,124,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,87,220,-17,0,0,0,0,483,20,-19,0,-2,370,0,0,0,-1,0,1,0,3,0,0,0,87,0,0,0,0,2,0,2,0,0,437,225,0,0,0,0,0,0,0,0,0,0,0,0,8,-4,0,0,0,0,0,0,0,0
Volkan_Bozkır,adalet_ve_kalkınma_partisi,11442.0,0,0,0,-23,-695,0,0,5,0,26,0,0,0,0,0,0,79,0,0,1166,0,377,-377,484,0,26,0,0,0,149,41,36,140,0,1007,424,-5,31,0,28,355,0,144,5,0,0,57,11,0,0,0,9,0,-56,0,0,0,0,-100,0,0,76,0,0,0,0,-2,0,0,0,0,0,0,0,13,0,0,0,0,0,-33,0,0,0,0,0,18,530,0,583,227,0,2548,1097,91,9,0,61,44,0,-1,0,0,0,19,0,0,0,-1,0,0,0,0,0,57,0,0,4,0,0,-26,0,0,0,-1,15,0,0,0,0,0,0,5,0,49,-31,-50,0,0,0,0,0,0,0
Cemal_Enginyurt,demokrat_parti,11370.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027,110,0,0,0,315,0,9,-2,0,0,0,13,0,0,0,109,29,0,0,0,0,0,9,0,0,0,0,-4,0,0,3339,-11,2,0,0,138,3,0,56,9,0,0,0,0,0,42,0,0,43,371,57,6,1650,509,624,0,0,0,140,0,-7,227,506,65,55,248,0,0,0,172,0,0,6,33,-20,198,294,8,0,0,0,0,0,0
Ahmet_Eşref_Fakıbaba,i̇yi̇_parti,11213.0,284,0,0,0,0,0,0,0,0,0,0,2,0,0,0,458,-12,0,0,0,0,0,0,0,0,0,0,0,0,201,0,6,0,0,129,0,0,0,0,0,-34,0,0,0,0,62,0,141,-32,492,87,-33,0,0,1028,-2,346,0,-108,-2,0,0,0,0,0,57,189,-11,0,0,0,0,0,0,13,0,0,0,0,0,23,0,0,0,-1,0,-10,337,4,5,0,0,0,304,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,690,0,0,-33,0,4209,0,-34,-217,0,0,0,52,323,0,0,0,0,0,0,33,0,49,265,-5,0,0,0,0,0,0,0
Yüksel_Taşkın,cumhuriyet_halk_partisi,11189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4332,57,0,0,0,0,0,-162,0,0,0,129,0,31,0,0,0,-1,0,0,411,0,0,0,0,102,0,0,0,0,0,0,0,4534,1706,0,0,0,23,52,4,-29,0,0,0,0,0,0,0,0,0,0,0
Akif_Hamzaçebi,cumhuriyet_halk_partisi,11156.0,0,0,0,88,-787,-121,0,0,-8,0,0,2,0,0,0,-17,-1,97,0,18,0,0,0,0,0,0,0,0,0,441,1787,0,28,128,319,14,0,824,0,17,-20,0,19,43,0,0,50,0,262,3,0,4,-51,0,0,14,0,557,-128,0,0,724,0,0,0,0,1300,0,0,0,0,0,0,561,80,592,0,0,0,0,0,0,0,0,0,0,254,259,-47,-1,0,0,1,0,0,17,0,0,23,-8,0,0,0,0,0,0,0,0,-1,0,0,0,514,0,-4,0,0,0,0,0,0,0,0,0,0,20,-20,0,0,0,0,-1,-28,0,0,0,-4,0,0,0,0,0,0,0
Derya_Yanık,adalet_ve_kalkınma_partisi,11121.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7784,1250,154,34,23,0,7,0,0,-2,0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,115,84,0,0,0,44,0,0,0,0,58,0,-83,0,0,0,0,0,0,0
Fikri_Işık,adalet_ve_kalkınma_partisi,11033.0,0,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,114,0,0,1615,83,0,0,1,0,0,0,0,0,65,0,2,53,0,886,537,0,21,0,0,714,0,1796,0,455,-3,17,0,-47,-1,0,1,0,-24,640,0,0,0,0,0,0,0,0,0,0,53,83,28,0,0,0,0,0,0,13,0,0,0,0,0,0,0,16,0,0,0,27,50,0,0,0,0,0,2284,0,10,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,12,0,1,0,0,0,0,0,42,0,165,11,0,0,-1,0,0,0,0,151,4,-3,0,0,0,0,0,0,0
Nurettin_Canikli,adalet_ve_kalkınma_partisi,11026.0,1539,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,120,0,1600,-12,0,0,0,0,0,0,0,0,0,54,0,531,0,53,148,0,0,0,0,1241,493,1750,194,358,280,44,44,-32,-1,0,0,0,-29,715,-1,96,9,-86,47,0,0,0,0,0,0,173,-1,0,0,0,0,0,0,13,0,0,0,0,0,0,47,0,0,-3,0,36,0,0,0,0,0,1,0,0,6,0,3,23,0,-568,0,0,0,0,0,0,0,-1,0,0,0,0,1412,0,39,0,0,0,31,0,70,-32,0,0,0,0,0,14,0,0,0,15,372,283,0,-129,0,0,0,0,0,0,0
Olcay_Kılavuz,milliyetçi_hareket_partisi,10721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,0,9,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,49,0,5967,3178,453,215,0,0,0,0,0,0,0,0,-139,-434,163,0,0,0,0,0,0,0
Ayşe_Acar_Başaran,halkların_demokratik_partisi,10694.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,-1,1,0,0,52,1079,0,113,0,0,0,0,0,13,27,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,17,0,2,0,0,9,23,0,0,0,0,0,0,0,-1,0,439,0,23,0,0,0,0,0,0,0,-1,0,0,0,14,5844,195,0,-75,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0
Nabi_Avcı,adalet_ve_kalkınma_partisi,10650.0,1372,51,32,0,-19,0,-132,0,46,-27,35,36,0,-35,0,0,0,0,0,20,0,0,0,35,-131,126,0,505,0,127,0,35,-51,51,707,51,0,0,0,148,596,730,1271,36,0,59,0,0,-30,25,16,-15,0,0,34,126,54,0,-45,-53,0,0,0,0,0,21,16,299,0,0,0,-3,0,58,13,0,0,0,0,0,0,0,0,0,0,4,78,50,-8,9,0,0,122,1094,8,28,-163,0,28,0,0,0,0,-24,35,0,163,43,-1,0,0,0,-1,0,0,0,0,0,0,10,0,0,0,0,135,0,370,118,0,0,0,0,5,0,-118,-37,58,0,0,0,0,0,0,0
Hişyar_Özsoy,halkların_demokratik_partisi,10534.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,159,-1,0,0,0,0,0,0,0,0,0,41,0,56,0,0,0,57,167,0,0,0,0,0,0,105,13,0,0,0,0,0,0,0,11,0,0,0,18,0,0,4,0,0,1,0,0,-1,0,0,0,0,0,0,45,0,0,0,0,0,-1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-42,0,8186,0,0,0,0,0,5,-17,-47,0,-329,0,0,0,0,0,0,0
Selami_Altınok,adalet_ve_kalkınma_partisi,10425.0,0,0,0,0,0,0,0,0,0,0,0,197,0,325,0,0,0,0,0,0,0,0,0,19,-19,0,0,0,0,71,0,305,1366,246,-177,143,1135,-7,0,137,-32,0,179,0,911,128,0,0,0,0,0,1,0,-22,0,0,0,9,0,0,0,6,0,0,0,53,81,0,0,0,0,-18,-18,0,13,0,0,36,0,0,0,0,0,0,-1,0,0,147,5,0,0,266,0,600,63,2,0,0,23,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-360,0,0,0,0,0,0,0,0,53,0,3468,210,0,0,0,0,7,0,-40,25,104,0,0,0,0,0,0,0
Mehmet_Nuri_Ersoy,bağımsız,10241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2437,22,0,0,0,0,134,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,33,242,176,0,2,11,43,0,1,28,0,0,0,-17,0,6,0,-2,62,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,947,0,0,0,2493,603,-11,2678,138,52,0,-5,0,0,0,0,0,0,0
Serkan_Bayram,adalet_ve_kalkınma_partisi,10150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2632,234,0,0,43,0,0,0,0,0,0,0,29,0,0,-42,136,84,-1,0,0,8,0,55,0,0,0,0,0,0,0,13,27,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,4,0,0,59,0,0,0,0,0,23,0,0,0,0,0,-1,0,0,1399,0,0,0,0,0,0,-37,265,0,0,0,0,310,79,0,4395,0,0,0,0,25,-1,0,-4,164,0,0,0,0,0,0,0
Haluk_Koç,cumhuriyet_halk_partisi,10142.0,0,0,0,0,-716,10,-2,0,0,0,0,0,0,-5,56,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,137,0,0,62,0,394,23,147,0,1268,0,0,-10,2013,26,0,11,0,0,-32,-1,28,0,-51,0,20,0,4,0,-45,47,-3,0,-1,0,0,52,0,0,0,0,41,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,324,0,104,0,2,-179,1763,17,-14,0,68,23,0,0,0,0,0,0,0,0,0,-2,-291,0,74,208,204,0,0,0,0,0,0,0,0,17,0,372,0,37,0,-157,0,741,-13,17,0,0,0,-26,0,0,0,0,0,0,0
Harun_Özgür_Yıldızlı,cumhuriyet_halk_partisi,10122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6606,2579,0,0,0,0,648,0,0,0,0,289,0,0,0,0,0,0,0
Atila_Sertel,cumhuriyet_halk_partisi,10055.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8047,9,0,112,0,0,0,0,0,0,-54,0,0,0,0,0,59,0,13,0,0,0,0,0,0,0,0,0,0,0,70,11,0,9,0,0,207,0,0,171,0,0,62,0,-2,0,0,0,0,0,0,-127,-3,0,0,-18,1168,0,0,197,0,0,0,0,0,0,0,0,0,25,104,0,0,0,0,0,0,0,-82,0,77,0,0,0,0,0,0,0
Bülent_Kuşoğlu,cumhuriyet_halk_partisi,9994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,52,0,0,0,0,0,0,0,0,25,0,0,11,0,0,5,0,1,-51,0,20,0,0,0,-86,0,0,0,0,0,0,52,0,-10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,54,0,0,0,0,0,0,74,0,-62,0,106,2670,0,0,0,0,-1,44,272,286,-602,272,0,0,0,0,0,0,0,0,0,0,-1537,2081,38,0,0,0,129,53,5,0,0,0,4461,0,0,0,0,0,0,0
Mustafa_Savaş,adalet_ve_kalkınma_partisi,9984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5686,0,-14,273,-199,0,0,1,-32,-1,0,0,0,0,0,0,0,9,0,90,0,0,-28,0,8,52,49,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,49,0,0,0,0,-4,-5,0,0,0,2226,0,9,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,-929,52,2042,0,0,0,0,0,0,305,191,0,25,82,0,0,0,0,0,0,0
Lütfü_Türkkan,i̇yi̇_parti,9949.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223,8,108,370,28,0,0,0,0,-44,0,26,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,439,0,77,0,0,0,99,0,-99,85,0,0,0,2766,1136,-3,0,0,0,82,0,0,0,0,0,0,0,0,13,0,0,53,0,101,0,0,2192,215,-1325,5,0,0,363,-5,0,0,0,0,0,0,0
Selin_Sayek_Böke,cumhuriyet_halk_partisi,9900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,1073,143,0,64,2184,248,50,-42,177,-4,46,97,42,0,58,0,0,0,-7,150,0,20,0,0,29,-45,47,0,0,1,0,0,52,60,-1,0,0,0,0,5,0,26,0,46,0,341,0,2,0,0,0,0,88,16,4,0,-4,134,1026,0,0,0,-1,0,68,-179,4,0,0,0,0,37,0,0,0,198,18,0,792,0,0,0,0,0,47,0,822,31,0,7,1,62,210,14,-7,0,14,1154,6,17,0,0,0,-7,0,0,0,0,0,0,0
Mehmet_Fatih_Kacır,bağımsız,9845.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9357,0,0,0,0,337,0,-33,140,53,-1,-8,0,0,0,0,0,0,0
Fahrettin_Koca,bağımsız,9839.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155,-1,0,0,0,0,0,81,13,0,0,2140,23,0,-2,78,11,0,-1,39,-62,1282,36,185,430,1087,41,-21,-172,0,0,-31,33,11,-74,12,23,0,-12,0,0,0,-1,0,646,0,-6,198,0,0,0,0,0,0,240,265,0,-95,0,827,189,127,8,30,0,0,5,21,86,0,-5,0,0,0,0,0,0,0
